         2324420 function calls (2171995 primitive calls) in 1.523 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1233>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1235>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1237>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1238>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1239>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1239>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1240>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1241>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1244>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1245>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1366>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1248>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1249>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1250>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 reduction.py:207(_C)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 blas.py:233(<dictcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1199>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1192>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1193>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1199>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1194>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1195>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1197>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1203>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1219>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1205>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1219>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1206>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1207>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1209>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1211>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1211>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1212>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1213>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1213>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1215>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1216>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1217>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1217>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1135>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1135>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1136>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1137>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1137>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1138>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1139>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1139>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1149>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1142>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1143>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1143>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1145>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1146>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1147>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1147>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1148>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1153>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1153>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1154>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1156>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1157>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1158>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1159>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1161>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1162>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1163>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1164>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1165>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1165>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1169>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1169>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1171>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1172>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1173>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1174>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1175>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1175>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1176>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1177>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1177>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1179>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1180>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1181>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1182>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1183>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1200>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1184>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1185>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1186>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1187>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1188>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1189>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1190>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1095>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1097>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1097>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1099>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1099>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1106>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1100>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1101>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1102>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1103>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1103>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1105>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1109>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1109>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1111>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1152>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1112>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1113>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1113>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1114>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1115>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1117>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1119>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1119>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1120>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1121>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1122>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1123>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1123>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1124>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1151>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1126>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1127>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1127>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1128>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1131>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1131>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1132>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1150>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1134>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1048>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1051>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1052>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1053>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1054>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1055>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1055>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1057>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1057>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1058>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1061>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1061>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1062>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1064>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1065>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1066>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1067>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1069>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1070>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1071>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1071>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1072>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1073>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1073>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1076>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1077>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1078>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1079>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1080>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1081>:1(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1081>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1082>:1(<module>)
